state,date,fossil,geo,hydro,nuclear,secondary,solar,wind,population
PA,2012-06-01,12115145.578,,183093.689,5729442.0,270132.382,3429.56,149595.034,12777459
PA,2012-07-01,15439135.885,,64030.43900000001,6537511.0,271804.532,3324.534,105513.148,12779961
PA,2012-08-01,13733220.728,,75441.805,6775036.0,275853.469,3263.448,76353.02100000001,12782464
PA,2012-09-01,11216461.804,,72206.4,5886526.0,251758.083,2943.097,120472.569,12784967
PA,2012-10-01,10884806.133,,124006.395,5308000.0,274251.616,2175.993,206077.861,12787469
PA,2012-11-01,10902164.007,,195438.92,6095918.0,259607.055,2077.283,206730.672,12789972
PA,2012-12-01,11971144.819,,252257.169,6923185.0,284514.212,1451.135,293785.982,12792475
RI,2012-01-01,639136.3049999999,,405.923,,7884.893,,140.764,1061902
RI,2012-02-01,752617.104,,332.515,,7704.426,,138.856,1062276
RI,2012-03-01,569592.881,,463.012,,8787.499,,128.033,1062649
RI,2012-04-01,542046.236,,353.708,,8103.964,,135.501,1063023
RI,2012-05-01,750733.032,,473.412,,8760.553,,76.385,1063396
RI,2012-06-01,735968.061,,387.623,,8473.893,,89.83,1063770
RI,2012-07-01,843606.1610000001,,274.634,,8796.128,,82.094,1064143
RI,2012-08-01,950330.292,,230.356,,8515.197,,72.74,1064516
RI,2012-09-01,735243.617,,237.894,,8185.479,,99.995,1064890
RI,2012-10-01,741821.351,,356.58,,8458.95,,131.612,1065263
RI,2012-11-01,453440.024,,343.046,,8576.07,,104.839,1065637
RI,2012-12-01,488339.766,,407.297,,8267.948,,179.351,1066010
SC,2012-01-01,3485726.566,,133323.079,4702704.0,220411.364,,,4728085
SC,2012-02-01,3184120.054,,114240.099,4130274.0,208259.167,,,4732193
SC,2012-03-01,3287387.761,,136293.26,3819889.0,178546.567,,,4736302
SC,2012-04-01,3184429.787,,122301.054,3477572.0,207614.371,,,4740411
SC,2012-05-01,3739255.979,,140487.332,4304254.0,179064.449,,,4744520
SC,2012-06-01,3678167.272,,117107.896,4619211.0,163308.654,,,4748629
SC,2012-07-01,4846743.596,,111921.719,4785868.0,182569.789,,,4752738
SC,2012-08-01,4007388.632,,129077.293,4873811.0,181641.472,,,4756846
SC,2012-09-01,3409373.066,,115830.595,4738073.0,194673.235,,,4760955
SC,2012-10-01,3218351.156,,111661.159,4380762.0,163078.053,,,4765064
SC,2012-11-01,3555813.174,,91203.443,3311844.0,183179.548,,,4769173
SC,2012-12-01,3239665.726,,96825.071,4001040.0,187371.541,,,4773282
SD,2012-01-01,246674.562,,465388.282,,0.0,,232309.846,829281
SD,2012-02-01,193317.956,,376938.387,,0.0,,181800.405,829885
SD,2012-03-01,194283.951,,419533.781,,0.0,,234125.052,830489
SD,2012-04-01,191145.802,,448558.528,,0.0,,231164.585,831093
SD,2012-05-01,241334.066,,479160.079,,0.0,,217654.732,831697
SD,2012-06-01,187031.565,,543173.307,,0.0,,186987.034,832301
SD,2012-07-01,395394.524,,645037.277,,0.0,,153139.222,832905
SD,2012-08-01,336504.91,,699265.344,,0.0,,144578.925,833509
SD,2012-09-01,283482.0439999999,,638517.793,,0.0,,161937.326,834113
SD,2012-10-01,299594.2290000001,,535530.845,,0.0,,233977.573,834717
SD,2012-11-01,251000.763,,472027.225,,0.0,,206290.406,835322
SD,2012-12-01,318810.655,,257834.149,,0.0,,169891.894,835926
TN,2012-01-01,2002933.429,,1228936.711,2586037.0,56316.278,60.434,7294.0,6463758
TN,2012-02-01,2039906.053,,1019504.251,2303254.0,56967.701,87.405,5519.0,6468464
TN,2012-03-01,2346723.994,,823712.332,1670877.0,63065.369,149.081,5335.0,6473170
TN,2012-04-01,3446234.105,,272487.07,2396975.0,48621.26,989.357,4640.0,6477876
TN,2012-05-01,4220012.759,,293727.671,2429308.0,68738.29400000001,1316.404,2154.0,6482582
TN,2012-06-01,3973374.825,,437074.579,2434156.0,64487.08500000001,1391.593,1801.0,6487288
TN,2012-07-01,5443243.499,,471848.8,2485324.0,66067.22499999999,1276.386,1655.0,6491994
TN,2012-08-01,4466312.598,,805634.783,2342382.0,73213.611,1128.242,1445.0,6496701
TN,2012-09-01,3765110.036,,636495.526,1850490.0,68872.65,1074.635,3199.0,6501407
TN,2012-10-01,3496449.692,,783616.534,1238924.0,70345.286,952.101,4267.0,6506113
TN,2012-11-01,4297123.982,,805812.075,1669151.0,68641.08,2090.859,3279.0,6510819
TN,2012-12-01,4155008.968,,716809.668,1695223.0,71996.778,1666.73,6904.0,6515525
TX,2012-01-01,26639558.898,,6823.352,2820800.0,173310.57,4223.557,3057233.015,25978882
TX,2012-02-01,24565501.399,,2828.858,2635326.0,147358.806,4056.503,2599273.427,26012215
TX,2012-03-01,25663605.12,,112995.617,2768961.0,175677.668,5779.769,3340680.233,26045548
TX,2012-04-01,26445981.418,,137702.658,2807236.0,143698.128,8719.195,2969495.53,26078881
TX,2012-05-01,30546023.065,,68866.519,3802566.0,152116.143,12641.191,2841375.341,26112214
TX,2012-06-01,34915563.395,,51119.907,3654302.0,149625.105,13685.102,2614704.006,26145547
TX,2012-07-01,37981165.47,,21960.664,3760730.0,179252.647,12417.623,2115441.26,26178879
TX,2012-08-01,38818598.712,,31391.336,3756300.0,200650.152,12819.554,1871615.138,26212212
TX,2012-09-01,31884331.558,,24590.022,3617938.0,150730.746,10965.983,2173543.698,26245545
TX,2012-10-01,27474392.115,,88403.9,2673526.0,167181.759,9513.889,2742220.362,26278878
TX,2012-11-01,25230773.394,,18596.747,2297166.0,171174.312,8556.494,2642806.812,26312211
TX,2012-12-01,26307030.577,,19194.84,3846166.0,171279.718,14886.14,3245783.831,26345544
UT,2012-01-01,2922057.708,31350.555,51274.542,,18092.447,0.0,33276.825,2869662
UT,2012-02-01,2885122.308,29279.283,47043.158,,16325.829,0.0,37995.552,2873893
UT,2012-03-01,2711327.936,30354.916,63650.45699999999,,15857.999,0.0,97887.905,2878124
UT,2012-04-01,2700649.48,19546.376,82258.378,,12870.279,0.0,60922.953,2882355
UT,2012-05-01,2672370.721,29249.129,81687.584,,5285.639999999999,196.869,78945.208,2886586
UT,2012-06-01,3174637.227,26650.9,87957.757,,9765.643,212.642,93095.034,2890817
UT,2012-07-01,3562960.598,26589.499,86626.58200000001,,17017.538,206.708,55664.35,2895048
UT,2012-08-01,3679218.902,26072.667,66102.294,,14788.199,210.987,38706.257,2899279
UT,2012-09-01,3371517.138,26021.472,44313.06,,18242.01,221.648,32567.069,2903511
UT,2012-10-01,3398336.679,28676.925,34826.54,,20580.914,224.228,40423.51,2907742
UT,2012-11-01,3104770.576,30129.849,48062.011,,21340.112,184.274,55014.629,2911973
UT,2012-12-01,3239473.047,30716.429,53983.637,,22397.76,161.644,79411.708,2916204
VA,2012-01-01,3640142.906,,110432.764,2692740.0,215487.661,,,8132350
VA,2012-02-01,3471035.83,,53745.899,2545947.0,202862.138,,,8137603
VA,2012-03-01,2945751.907,,108581.537,2158756.0,222631.67,,,8142857
VA,2012-04-01,1667356.118,,126736.597,1778221.0,176862.839,,,8148110
VA,2012-05-01,2994424.181,,127849.435,2120491.0,245184.526,,,8153363
VA,2012-06-01,3904232.617,,80703.242,2461811.0,246833.762,,,8158616
VA,2012-07-01,5600323.004,,95398.66900000001,2647132.0,251611.345,,,8163869
VA,2012-08-01,4186521.095,,97491.906,2642979.0,251612.437,,,8169122
VA,2012-09-01,3003155.844,,82136.194,2604910.0,239523.323,,,8174375
VA,2012-10-01,2282953.787,,54860.333,2380276.0,205784.502,,,8179628
VA,2012-11-01,2843504.913,,63105.08500000001,2011761.0,251153.274,,,8184881
VA,2012-12-01,3043109.708,,42732.339,2678366.0,245585.548,,,8190134
VT,2012-01-01,800.296,,106963.722,443053.0,33192.238,66.094,11760.0,629352
VT,2012-02-01,351.16,,93092.235,411053.0,28112.45,100.305,8660.0,629497
VT,2012-03-01,349.517,,150151.217,395624.0,29118.559,183.546,8372.0,629641
VT,2012-04-01,346.39,,132622.606,378059.0,20329.066,264.657,10953.0,629786
VT,2012-05-01,377.102,,144325.012,436234.0,25069.254,400.882,7233.0,629930
VT,2012-06-01,896.087,,78730.734,325610.0,23196.153,428.119,7031.0,630075
VT,2012-07-01,783.6129999999999,,38751.347,424496.0,35692.37,402.425,4002.0,630219
VT,2012-08-01,479.648,,27616.956,427807.0,41028.577,757.664,4118.0,630363
VT,2012-09-01,252.264,,36888.282,424508.0,17068.596,736.3009999999999,6566.0,630508
VT,2012-10-01,296.57,,113445.944,438158.0,4275.895,669.856,11703.0,630652
VT,2012-11-01,583.024,,92280.20599999999,427969.0,43997.796,505.542,13535.0,630797
VT,2012-12-01,442.851,,136452.739,456767.0,52126.524,548.72,12964.0,630941
WA,2012-01-01,1020346.647,,6373371.315,843673.0,176255.941,30.0,531349.1,6928861
WA,2012-02-01,721419.26,,5564328.819,785874.0,167864.338,51.0,511227.431,6937033
WA,2012-03-01,441186.857,,7931963.263,826000.0,151028.929,59.0,776617.678,6945206
WA,2012-04-01,192467.192,,8903680.414,785739.0,117308.413,80.0,607409.169,6953379
WA,2012-05-01,126515.39,,9929118.967,500353.0,120276.507,87.0,682260.151,6961552
WA,2012-06-01,108545.757,,9604309.568,715548.0,98678.93800000001,85.0,724131.554,6969725
WA,2012-07-01,278047.41,,9729282.678,772557.0,140687.425,104.0,468517.352,6977898
WA,2012-08-01,1361572.425,,8222317.762,826197.0,173037.237,100.0,483704.48,6986070
WA,2012-09-01,1589027.148,,4912898.692,798766.0,153574.9,87.0,316103.284,6994243
WA,2012-10-01,1668954.67,,4394671.399999999,833315.0,163540.971,61.0,515701.585,7002416
WA,2012-11-01,1184373.302,,5798873.133,810062.0,144537.601,27.0,344770.186,7010589
WA,2012-12-01,940142.7119999999,,8099538.983,835625.0,153908.7,23.0,637973.785,7018762
WI,2012-01-01,3599863.611,,70847.067,1315741.0,149110.366,,194084.999,5730055
WI,2012-02-01,3320125.762,,127100.913,1231958.0,142938.744,,121647.347,5731777
WI,2012-03-01,2928275.738,,91109.35800000001,1309706.0,142534.096,,173366.979,5733500
WI,2012-04-01,2984381.573,,183940.86,868364.0,142649.759,,144051.609,5735223
WI,2012-05-01,3269837.168,,112564.085,1174199.0,130552.22,,133484.351,5736946
WI,2012-06-01,4237279.567,,139624.522,1230585.0,144884.505,,116712.065,5738669
WI,2012-07-01,5680717.302,,142358.109,1240772.0,143167.594,,66042.431,5740391
WI,2012-08-01,4796681.841,,127967.666,1237449.0,158335.849,,76459.383,5742114
WI,2012-09-01,3481729.239,,132139.634,1240282.0,144449.494,,104207.442,5743837
WI,2012-10-01,3123541.225,,144261.268,1304241.0,142651.637,,152270.157,5745560
WI,2012-11-01,3737153.761,,154907.068,843456.0,151705.014,,137955.805,5747282
WI,2012-12-01,3458422.772,,103442.46,1302842.0,152513.095,,137295.432,5749005
WV,2012-01-01,5733109.887,,177312.665,,901.716,,201051.0,1840644
WV,2012-02-01,5036158.872,,172428.311,,862.714,,146699.0,1840150
WV,2012-03-01,4969303.729,,195981.19,,872.458,,136302.0,1839656
WV,2012-04-01,4605681.889,,134649.748,,871.324,,129680.0,1839162
WV,2012-05-01,5547476.434,,177608.592,,877.965,,59474.0,1838668
WV,2012-06-01,5811319.908,,71163.011,,846.8439999999999,,90449.0,1838174
WV,2012-07-01,6836705.338,,63131.239,,899.486,,85006.0,1837680
WV,2012-08-01,7106179.013,,58052.201,,849.025,,40660.0,1837186
WV,2012-09-01,6009673.035,,70460.074,,751.617,,64913.0,1836692
WV,2012-10-01,5403182.773,,70931.086,,852.966,,98380.0,1836198
WV,2012-11-01,6995419.995,,111522.621,,937.574,,100033.0,1835704
WV,2012-12-01,6631190.882999999,,128199.262,,1015.26,,133377.0,1835210
WY,2012-01-01,4214398.683999999,,26064.201,,5271.058,,632265.145,566381
WY,2012-02-01,3911354.413,,29788.326,,5169.777,,356511.66,566491
WY,2012-03-01,3354038.226,,45969.231,,5846.467,,503267.488,566601
WY,2012-04-01,2551187.073,,82662.85,,6115.248,,346555.147,566711
WY,2012-05-01,2909918.25,,142593.58,,3179.072,,304274.471,566822
WY,2012-06-01,3358003.409,,153029.29,,6756.596,,293559.316,566932
WY,2012-07-01,3693987.645,,131169.374,,6350.035,,174419.182,567042
WY,2012-08-01,4233392.261,,136792.062,,3593.842,,200809.598,567152
WY,2012-09-01,3799545.153,,77472.423,,6479.452,,184005.516,567262
WY,2012-10-01,3982667.962,,20337.15,,6537.241,,399066.057,567373
WY,2012-11-01,4160000.971,,21201.664,,6082.396,,481052.332,567483
WY,2012-12-01,4090539.547,,26389.849,,5614.568,,493321.088,567593
AK,2013-01-01,499534.791,,129986.591,,2602.231,,8076.638,717371
AK,2013-02-01,400700.685,,121528.615,,2710.117,,16505.465,717565
AK,2013-03-01,428464.446,,111690.29,,3433.562,,7462.05,717758
AK,2013-04-01,386673.149,,111995.35,,4746.777,,7160.01,717950
AK,2013-05-01,390182.126,,101815.395,,4811.372,,9864.219,718144
AK,2013-06-01,350270.583,,90341.704,,3913.759,,18678.373,718337
AK,2013-07-01,382834.365,,93930.709,,5151.443000000001,,15401.623,718529
AK,2013-08-01,369699.74,,107442.496,,4849.896,,17447.167,718723
AK,2013-09-01,392360.153,,91289.262,,5222.065,,15061.17,718916
AK,2013-10-01,353277.092,,200699.682,,5138.009,,9659.626,719108
AK,2013-11-01,418968.888,,131215.852,,4414.167,,10106.418,719302
AK,2013-12-01,491312.225,,143543.484,,4781.571,,9866.241,719495
AL,2013-01-01,7339340.289,,1458415.294,3824937.0,254895.858,,,4855136
AL,2013-02-01,7570443.144,,1472865.029,3005187.0,235083.74,,,4857174
AL,2013-03-01,8088164.87,,1230318.929,2986521.0,231054.493,,,4859212
AL,2013-04-01,6868519.085,,1071434.976,2454886.0,221239.326,,,4861250
AL,2013-05-01,6978126.627,,1398849.652,3444383.0,232554.346,,,4863288
AL,2013-06-01,8387369.003,,895021.887,3562833.0,248215.86,,,4865326
AL,2013-07-01,8507811.913,,1229860.042,3720122.0,262638.01,,,4867363
AL,2013-08-01,9287284.328,,813424.628,3718037.0,273638.626,,,4869401
AL,2013-09-01,8144602.315,,611785.747,3542181.0,255074.706,,,4871439
AL,2013-10-01,7818929.687,,607931.198,3218217.0,203918.233,,,4873477
AL,2013-11-01,7450245.819,,626044.896,3603367.0,228391.754,,,4875515
AL,2013-12-01,7537898.799,,1483225.722,3735464.0,232170.201,,,4877553
AR,2013-01-01,3997737.212,,108029.412,1388982.0,154036.714,,,2945396
AR,2013-02-01,3641191.882,,104470.501,1255342.0,137167.109,,,2946193
AR,2013-03-01,3722246.282,,147863.925,1148164.0,128626.173,,,2946989
AR,2013-04-01,3017625.858,,250899.337,25775.0,132652.697,,,2947786
AR,2013-05-01,3168027.825,,276888.974,743235.0,139885.754,,,2948583
AR,2013-06-01,4214230.225000001,,399035.616,713416.0,145102.453,,,2949380
AR,2013-07-01,4533755.274,,199931.535,735251.0,141989.28,,,2950176
AR,2013-08-01,4558831.218,,371136.613,1108587.0,143433.932,,,2950973
AR,2013-09-01,3741776.383,,285273.762,1295723.0,130077.287,,,2951770
AR,2013-10-01,2991434.802,,136734.523,1351312.0,116001.103,,,2952566
AR,2013-11-01,2575166.134,,148379.426,1342172.0,125101.387,,,2953363
AR,2013-12-01,3908275.635,,226096.816,837298.0,127304.256,,,2954160
AZ,2013-01-01,5255988.376,,554552.6460000001,2859327.0,15382.578,91628.489,31272.716,6626191
AZ,2013-02-01,3968805.588,,475100.92,2684221.0,18145.49,114721.46,35015.612,6632520
AZ,2013-03-01,4482493.626,,517650.371,2897191.0,21049.112,139816.685,44783.479,6638849
AZ,2013-04-01,5222769.685,,517042.179,1924725.0,9982.549,159315.124,54532.442,6645178
AZ,2013-05-01,5365351.762,,518588.579,2945412.0,5802.553,180304.386,59579.681,6651507
AZ,2013-06-01,7214050.962,,607558.861,2846469.0,5680.074000000001,199431.465,49286.717,6657836
AZ,2013-07-01,8622610.916,,597981.778,2892416.0,5942.635,193730.76,24196.5,6664165
AZ,2013-08-01,8648250.667,,543986.635,2930489.0,15762.95,189527.49,18295.453,6670494
AZ,2013-09-01,7410742.388,,414148.043,2842526.0,17397.697,201620.355,29607.107,6676823
AZ,2013-10-01,5729811.134,,403488.644,2094710.0,21502.413,274208.211,41417.603,6683152
AZ,2013-11-01,4983673.12,,370963.151,1976796.0,17115.528,184792.005,26575.193,6689481
AZ,2013-12-01,6315423.751,,393596.193,2536798.0,21039.024,182342.21,35201.497,6695811
CA,2013-01-01,9872017.621,1068250.039,1693727.275,1672507.0,637725.485,64635.968,482259.683,37958271
CA,2013-02-01,9118723.881000001,948561.791,1503705.743,793296.0,547080.3099999999,130177.706,727298.179,37977307
CA,2013-03-01,8774306.346,1078961.263,1786291.149,995689.0,582017.136,228316.159,1055649.302,37996342
CA,2013-04-01,7583190.46,987765.225,2253968.764,1625682.0,490050.028,239255.355,1550418.154,38015378
CA,2013-05-01,7965848.739,1040763.382,2707414.364,1677720.0,570864.16,267356.382,1740470.342,38034413
CA,2013-06-01,9456449.037,1009723.681,2861117.878,1483963.0,634839.684,355785.462,1630771.644,38053449
CA,2013-07-01,11921610.624,1072843.43,3192666.339,1485846.0,672373.435,344616.752,1412956.356,38072485
CA,2013-08-01,12172527.719,1062554.338,2628510.371,1688180.0,681233.828,471246.482,1296575.87,38091520
CA,2013-09-01,12137803.48,1034477.225,1766084.678,1634281.0,649178.106,459753.451,1158465.351,38110556
CA,2013-10-01,10467015.95,1060769.425,1409266.11,1581357.0,659488.884,408142.695,750316.352,38129591
CA,2013-11-01,10340515.114,923569.789,1033061.89,1595494.0,652272.028,409233.065,556412.687,38148627
CA,2013-12-01,12010596.215,1018331.412,918784.919,1677928.0,674197.664,435205.312,460466.508,38167662
CO,2013-01-01,3920399.275,,164209.705,,10267.856,14627.238,669268.01,5258755
CO,2013-02-01,3334647.402,,142243.742,,9912.805,16725.017,713773.603,5264960
CO,2013-03-01,3509118.364,,143290.635,,11393.964,20748.06,687652.518,5271164
CO,2013-04-01,3283048.447,,115313.385,,10579.794,20146.627,555245.674,5277368
CO,2013-05-01,3476201.708,,155574.116,,10503.048,24829.616,569795.455,5283572
CO,2013-06-01,3808286.595,,163166.747,,10284.376,25330.118,587644.43,5289777
CO,2013-07-01,4376173.545,,128202.156,,11459.301,24197.479,504726.425,5295981
CO,2013-08-01,4462252.526000001,,29914.709,,10728.843,24237.903,380934.605,5302185
CO,2013-09-01,3535810.025,,54141.999,,10815.15,22414.929,543441.212,5308390
CO,2013-10-01,3224736.239,,14181.005,,11147.064,23255.206,661792.728,5314594
CO,2013-11-01,3445114.845,,13514.568,,11034.523,15963.934,623909.582,5320798
CO,2013-12-01,4046644.708,,89119.233,,12263.875,15976.333,705535.948,5327003
CT,2013-01-01,1501732.642,,34363.261,1570408.0,107192.719,0.0,,3584642
CT,2013-02-01,1481011.764,,33830.504,1418239.0,96387.546,0.0,,3584927
CT,2013-03-01,1320317.765,,36393.603,1568407.0,117453.609,0.0,,3585212
CT,2013-04-01,1237561.011,,43200.613,1006680.0,122623.855,0.0,,3585497
CT,2013-05-01,1413878.978,,39099.627,998334.0,127931.638,0.0,,3585782
CT,2013-06-01,1264501.503,,44793.978,1513501.0,119870.543,0.0,,3586067
CT,2013-07-01,1767178.508,,39971.666,1554382.0,117997.188,0.0,,3586352
CT,2013-08-01,1454418.963,,23637.82,1396122.0,122150.41,0.0,,3586637
CT,2013-09-01,1359566.603,,26828.779,1500677.0,110049.452,0.0,,3586922
CT,2013-10-01,1209414.319,,23949.224,1552489.0,108844.082,0.0,,3587207
CT,2013-11-01,1289161.157,,26384.427,1434929.0,107632.526,0.0,,3587492
CT,2013-12-01,1468258.418,,29474.548,1565414.0,105195.068,0.0,,3587777
DC,2013-01-01,5047.778,,,,,,,628801
DC,2013-02-01,5047.022,,,,,,,629533
DC,2013-03-01,5107.297,,,,,,,630265
DC,2013-04-01,4990.597,,,,,,,630996
DC,2013-05-01,5336.048,,,,,,,631728
DC,2013-06-01,5967.592,,,,,,,632460
DC,2013-07-01,6420.775,,,,,,,633192
DC,2013-08-01,6690.026,,,,,,,633924
DC,2013-09-01,6046.499,,,,,,,634656
DC,2013-10-01,5590.044,,,,,,,635388
DC,2013-11-01,4814.12,,,,,,,636119
DC,2013-12-01,4794.282,,,,,,,636851
DE,2013-01-01,483889.576,,,,5089.464,2038.005,549.133,926304
DE,2013-02-01,386209.459,,,,4520.664,2809.801,501.48,927071
DE,2013-03-01,761448.0769999999,,,,4898.586,3633.053,547.049,927838
DE,2013-04-01,498288.118,,,,4580.349,3117.377,455.751,928605
DE,2013-05-01,620203.045,,,,4892.737,4582.993,435.753,929372
DE,2013-06-01,721258.848,,,,4664.739,4627.358,244.231,930138
DE,2013-07-01,961014.75,,,,4895.451999999999,4317.267,176.748,930905
DE,2013-08-01,786799.326,,,,4492.164,4371.261,180.537,931672
DE,2013-09-01,694320.199,,,,4241.238,4566.465,164.934,932439
DE,2013-10-01,672173.252,,,,4575.148,4641.898,200.527,933206
DE,2013-11-01,532909.659,,,,5079.722,2976.014,512.29,933972
DE,2013-12-01,535814.69,,,,5416.737,3045.508,489.567,934739
FL,2013-01-01,13556260.462,,21787.747,2100750.0,693299.528,10978.972,,19645180
FL,2013-02-01,13064417.833,,24472.168,1615044.0,594903.593,15152.721,,19667987
FL,2013-03-01,14220003.913,,20737.586,1328903.0,655696.92,19595.388,,19690795
FL,2013-04-01,14479232.164,,19758.833,2049357.0,602687.841,16813.045,,19713602
FL,2013-05-01,16157568.518,,24745.387,2252210.0,666129.142,24730.349,,19736409
FL,2013-06-01,17774518.521,,20899.601,2500109.0,624447.154,24970.973,,19759216
FL,2013-07-01,17943505.804,,33622.806,2709448.0,637041.311,23301.061,,19782024
FL,2013-08-01,19276900.748,,20875.098,2691099.0,617024.749,21162.132,,19804831
FL,2013-09-01,17308824.799,,14165.875,2557288.0,601808.634,17217.421,,19827638
FL,2013-10-01,16667665.666,,13802.766,1935134.0,588131.617,19093.902,,19850446
FL,2013-11-01,13844443.591,,13470.415,2262871.0,603050.988,7885.832,,19873253
FL,2013-12-01,13580718.833,,25875.718,2523642.0,650670.646,9000.204,,19896060
GA,2013-01-01,6655295.524,,231375.705,3044603.0,314693.005,209.612,,10003464
GA,2013-02-01,5758055.602,,310195.498,1968209.0,269496.233,288.992,,10012000
GA,2013-03-01,6506105.946,,251932.386,1940083.0,282362.916,373.665,,10020535
GA,2013-04-01,5170622.318,,256266.372,2845463.0,310616.754,320.627,,10029071
GA,2013-05-01,6031068.865999999,,364787.564,3064154.0,360781.618,471.367,,10037606
GA,2013-06-01,8099790.502,,247216.768,2671416.0,319874.84,475.93,,10046142
GA,2013-07-01,7980263.344,,555316.712,2991114.0,351586.609,444.037,,10054677
GA,2013-08-01,8361391.874,,379514.731,3022787.0,347420.898,403.441,,10063213
GA,2013-09-01,7631187.715,,227482.11,2773047.0,300528.383,421.458,,10071748
GA,2013-10-01,6351034.999,,239088.033,2594473.0,342332.167,428.42,,10080284
GA,2013-11-01,5774826.411,,209674.879,2927504.0,352594.033,4677.897,,10088819
GA,2013-12-01,6518008.143,,440739.432,3059928.0,360228.098,5981.854,,10097355
HI,2013-01-01,727664.521,17057.0,14226.45,,43392.663,658.5889999999999,27966.14,1389583
HI,2013-02-01,600804.792,21371.0,15582.336,,47454.895,956.217,57347.649,1390374
HI,2013-03-01,703326.043,18950.0,6499.971,,53089.434,1340.539,25798.026,1391166
HI,2013-04-01,713104.297,25082.0,2732.473,,60440.691,1447.33,24741.954,1391957
HI,2013-05-01,735587.042,25732.0,8709.755,,58719.932,1639.091,34199.845,1392749
HI,2013-06-01,699455.787,24461.0,6763.904,,41999.519,1892.757,64877.317,1393540
HI,2013-07-01,749613.291,25316.0,3384.539,,76676.39600000001,1761.89,53439.179,1394331
HI,2013-08-01,764231.006,18939.0,9263.494999999999,,69257.809,2043.802,60595.984,1395123
HI,2013-09-01,729185.245,22760.0,1154.054,,71690.444,2036.587,52180.036,1395914
HI,2013-10-01,781735.313,24582.0,3482.867,,72517.06599999999,2144.649,33241.422,1396706
HI,2013-11-01,723927.65,24643.0,4078.008,,63435.197,1762.617,34917.494,1397497
HI,2013-12-01,739214.347,25948.0,2416.788,,64617.307,1781.892,34004.954,1398289
IA,2013-01-01,3184098.332,,51541.95400000001,455731.0,9602.203,,1670599.443,3090759
IA,2013-02-01,2721486.437,,46061.244,409782.0,7802.398,,1388155.756,3091959
IA,2013-03-01,2740037.279,,63078.141,458752.0,9206.026,,1421680.857,3093159
IA,2013-04-01,2383754.58,,67851.43800000001,441980.0,6062.766,,1470453.839,3094359
IA,2013-05-01,2589926.435,,72729.634,452246.0,9109.25,,1446133.404,3095559
IA,2013-06-01,3090840.78,,70963.06800000001,431369.0,13247.735,,1093943.271,3096759
IA,2013-07-01,3740098.046,,68953.359,447624.0,16105.497,,866409.266,3097960
IA,2013-08-01,3832445.414,,84054.544,447147.0,20602.732,,673120.256,3099160
IA,2013-09-01,2844703.453,,74181.29100000001,430065.0,18575.083,,1164601.097,3100360
IA,2013-10-01,2234994.74,,53478.41,449169.0,19384.998,,1335849.811,3101560
IA,2013-11-01,2230832.0,,48992.28999999999,439814.0,13260.204,,1754926.462,3102760
IA,2013-12-01,3280595.551,,47236.62699999999,457106.0,15671.564,,1282532.948,3103960
ID,2013-01-01,349790.862,3595.368,621708.145,,56253.008,,154061.031,1651301
ID,2013-02-01,183967.062,3253.178,492799.829,,52621.253,,215755.843,1653564
ID,2013-03-01,242045.062,3465.445,489448.081,,63204.018,,239147.779,1655827
ID,2013-04-01,112244.3,3236.224,1093730.602,,60443.26,,294438.242,1658089
ID,2013-05-01,162952.924,2942.445,1002071.88,,64690.242,,206640.679,1660352
ID,2013-06-01,220638.836,3110.249,1028368.039,,61502.564,,183439.435,1662615
ID,2013-07-01,381998.421,3046.887,1111893.289,,62305.527,,173750.818,1664878
ID,2013-08-01,443469.377,3090.965,855978.685,,57856.84299999999,,185367.686,1667140
ID,2013-09-01,377206.046,3077.697,533876.256,,53763.163,,227004.47,1669403
ID,2013-10-01,227026.266,3418.673,440923.765,,70994.73,,172129.178,1671666
ID,2013-11-01,322832.358,3445.513,383321.163,,65163.382,,242945.916,1673928
ID,2013-12-01,459394.461,4000.356,419331.027,,60499.485,,165449.923,1676191
IL,2013-01-01,8303624.806,,7074.638,8695362.0,79321.201,1763.37,1184614.565,12825043
IL,2013-02-01,8036739.358,,10541.096,7387027.0,71446.932,2560.261,880494.904,12824892
IL,2013-03-01,8092171.299,,12225.889,8062070.0,76786.378,3589.289,999112.113,12824741
IL,2013-04-01,6923892.748,,11472.653,6840248.0,68659.115,3875.219000000001,1077234.601,12824590
IL,2013-05-01,6425869.618,,12258.58,8635138.0,77013.46399999999,4388.659,765520.523,12824439
IL,2013-06-01,7582289.262,,14294.526,8300340.0,72329.902,5067.846,594489.162,12824288
IL,2013-07-01,9104662.516999999,,12058.858,8471071.0,63682.85,4717.45,412604.177,12824137
IL,2013-08-01,8885133.842,,8035.461,8603769.0,65406.99,5472.264999999999,323330.854,12823986
IL,2013-09-01,8257852.417,,7567.259,7672711.0,78179.312,5452.95,510968.938,12823835
IL,2013-10-01,7633505.362000001,,7297.07,7892743.0,73831.095,5742.286,739141.3859999999,12823684
IL,2013-11-01,7137488.748,,9577.849,8014444.0,83773.546,4719.397999999999,1208671.889,12823533
IL,2013-12-01,8799978.241,,7891.121,8556513.0,82200.476,4771.007,929045.888,12823382
IN,2013-01-01,9904811.603,,29674.286,,56548.815,317.388,450302.159,6576834
IN,2013-02-01,8107536.848999999,,29600.721,,54411.323,460.816,276295.372,6579348
IN,2013-03-01,7987279.149999999,,26686.71,,80123.456,825.132,334491.842,6581862
